Washington,Arizona,Nevada,California,Oregon,Customer Lifetime Value,Response,Coverage,Education,Employed,Unemployed,Medical_Leave,Disabled,Retired,Female,Male,Income,Suburban,Rural,Urban,Married,Single,Divorced,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Corporate Auto,Personal Auto,Special Auto,Corporate L3,Personal L3,Corporate L2,Personal L1,Special L2,Corporate L1,Personal L2,Special L1,Special L3,Renew Offer Type,Agent,Call Center,Web,Branch,Total Claim Amount,Two Door,Four Door,SUV,Luxury SUV,Sports Car,Luxury Car,Vehicle Size,Activation_date
0,0,0,0,1,4590.81,No,3,2,1,0,0,0,0,1,0,28354,0,0,1,0,0,1,118,33,20,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,1,0,0,0,320.33,1,0,0,0,0,0,3,2011-02-01
0,1,0,0,0,5062.37,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,72,22,58,0,5,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,1,0,0,345.6,1,0,0,0,0,0,3,2011-01-21
0,0,0,1,0,9075.77,Yes,1,3,1,0,0,0,0,0,1,37722,0,1,0,0,1,0,116,8,23,0,8,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,158.08,0,0,0,0,1,0,2,2011-01-26
0,1,0,0,0,8133.16,No,1,2,1,0,0,0,0,1,0,32021,1,0,0,0,1,0,70,12,58,0,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,1,0,0,336.0,0,1,0,0,0,0,1,2011-01-25
0,0,0,0,1,2869.3,No,1,2,0,0,1,0,0,1,0,13393,0,1,0,1,0,0,73,31,11,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,34.71,0,1,0,0,0,0,2,2011-02-24
0,0,0,0,1,27937.75,No,1,2,0,0,0,0,1,0,1,13624,1,0,0,0,0,1,117,4,11,0,2,0,1,0,0,0,0,1,0,0,0,0,0,Offer4,1,0,0,0,561.6,0,0,0,0,1,0,2,2011-02-05
0,0,1,0,0,2606.19,No,1,2,1,0,0,0,0,1,0,27800,1,0,0,0,1,0,67,9,78,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,0,0,1,0,321.6,1,0,0,0,0,0,2,2011-01-19
0,0,0,1,0,7764.27,No,1,2,1,0,0,0,0,1,0,58419,0,1,0,1,0,0,191,29,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,0,1,0,0,202.47,0,0,0,0,0,1,2,2011-02-04
0,0,1,0,0,18380.39,No,2,1,1,0,0,0,0,0,1,50407,0,0,1,1,0,0,92,30,67,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,352.06,0,1,0,0,0,0,2,2011-02-08
0,1,0,0,0,6102.95,No,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,84,0,76,0,4,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,856.35,0,1,0,0,0,0,3,2011-02-05
1,0,0,0,0,9191.67,No,1,1,1,0,0,0,0,0,1,77603,1,0,0,1,0,0,114,10,83,0,8,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,1,0,0,547.2,0,0,1,0,0,0,2,2011-01-24
0,0,0,1,0,9581.28,No,3,2,1,0,0,0,0,1,0,75606,1,0,0,1,0,0,119,6,97,0,7,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,1,0,571.2,0,1,0,0,0,0,2,2011-01-23
0,1,0,0,0,7532.26,No,2,2,1,0,0,0,0,0,1,41458,0,1,0,0,1,0,98,6,67,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,191.1,0,1,0,0,0,0,2,2011-02-19
0,0,0,0,1,2795.32,No,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,74,6,61,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,1,0,0,420.77,1,0,0,0,0,0,2,2011-01-20
1,0,0,0,0,5673.84,No,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,82,13,87,0,7,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,445.0,1,0,0,0,0,0,2,2011-02-25
0,1,0,0,0,15016.19,No,1,2,1,0,0,0,0,1,0,70619,0,1,0,1,0,0,187,2,84,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,0,0,1,293.95,0,0,0,0,0,1,2,2011-01-01
0,0,0,1,0,3087.25,No,2,4,1,0,0,0,0,0,1,41273,0,0,1,1,0,0,77,16,19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,221.23,0,1,0,0,0,0,2,2011-01-10
0,1,0,0,0,5480.7,No,1,2,1,0,0,0,0,1,0,46946,1,0,0,0,0,1,70,10,37,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,1,0,336.0,0,1,0,0,0,0,2,2011-01-06
0,0,0,0,1,7944.97,No,3,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,113,10,97,0,9,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,0,1,0,542.4,0,1,0,0,0,0,2,2011-02-13
0,0,0,0,1,8543.25,No,1,2,1,0,0,0,0,0,1,99180,0,1,0,1,0,0,106,15,20,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,0,0,0,1,33.75,0,0,1,0,0,0,1,2011-01-14
0,0,0,1,0,5380.9,Yes,1,2,1,0,0,0,0,1,0,55350,1,0,0,1,0,0,67,0,13,0,9,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,321.6,0,1,0,0,0,0,2,2011-02-24
0,0,0,1,0,4650.06,Yes,1,2,0,0,0,0,1,0,1,28215,1,0,0,0,1,0,65,15,26,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,468.0,1,0,0,0,0,0,2,2011-01-10
0,0,1,0,0,36946.06,No,1,2,1,0,0,0,0,1,0,75425,1,0,0,0,0,1,116,25,88,1,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,663.64,0,0,0,0,1,0,2,2011-01-30
0,0,1,0,0,3314.55,No,2,1,1,0,0,0,0,1,0,63583,0,1,0,1,0,0,83,15,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Offer4,1,0,0,0,167.4,0,1,0,0,0,0,2,2011-01-25
0,0,0,1,0,4566.38,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,66,27,28,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,1,0,0,0,475.2,0,1,0,0,0,0,1,2011-01-12
0,0,1,0,0,5597.12,Yes,2,1,1,0,0,0,0,1,0,37995,1,0,0,1,0,0,139,16,50,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,667.2,0,0,1,0,0,0,2,2011-01-27
0,0,1,0,0,2540.55,No,1,3,1,0,0,0,0,1,0,37125,0,0,1,1,0,0,63,29,78,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,1,0,0,0,290.91,0,1,0,0,0,0,3,2011-01-23
0,0,0,1,0,2939.33,No,1,2,1,0,0,0,0,0,1,53357,0,1,0,1,0,0,73,4,77,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,55.32,0,1,0,0,0,0,2,2011-01-29
0,0,0,1,0,16068.35,No,1,2,1,0,0,0,0,1,0,70140,1,0,0,1,0,0,199,25,15,0,7,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,0,0,1,0,955.2,0,0,0,0,0,1,2,2011-01-23
0,0,0,0,1,7360.87,No,1,2,1,0,0,0,0,0,1,52380,1,0,0,1,0,0,186,27,76,2,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,1,0,0,892.8,0,0,0,1,0,0,1,2011-01-16
0,0,0,1,0,2700.99,No,1,1,1,0,0,0,0,0,1,79292,0,1,0,1,0,0,67,18,58,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,0,0,1,55.39,0,1,0,0,0,0,2,2011-01-29
0,0,0,0,1,3095.71,No,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,92,31,24,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,0,1,0,774.89,1,0,0,0,0,0,1,2011-01-12
0,0,1,0,0,4383.75,No,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,123,14,97,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,0,1,1480.34,0,0,1,0,0,0,2,2011-01-25
0,0,0,0,1,9928.87,No,2,1,1,0,0,0,0,1,0,75425,1,0,0,1,0,0,123,3,49,0,6,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,0,0,1,823.8,0,0,0,0,1,0,3,2011-01-01
0,1,0,0,0,2399.18,No,1,2,0,0,0,1,0,0,1,20992,1,0,0,1,0,0,64,21,73,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,307.2,1,0,0,0,0,0,2,2011-01-23
1,0,0,0,0,3402.78,No,2,2,1,0,0,0,0,0,1,57428,1,0,0,1,0,0,85,34,40,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,1,0,0,414.65,0,1,0,0,0,0,2,2011-01-28
0,0,0,1,0,8711.3,No,1,2,1,0,0,0,0,0,1,92606,0,0,1,1,0,0,109,26,75,0,3,0,0,1,0,0,0,0,0,0,0,0,1,Offer2,0,0,0,1,287.44,0,0,1,0,0,0,2,2011-02-18
0,0,0,1,0,4358.76,No,1,1,1,0,0,0,0,0,1,86001,1,0,0,0,0,1,109,4,27,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,523.2,0,0,1,0,0,0,2,2011-01-31
0,1,0,0,0,2551.23,Yes,1,3,1,0,0,0,0,0,1,79751,1,0,0,1,0,0,63,15,67,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,0,0,1,0,392.24,1,0,0,0,0,0,1,2011-01-19
0,1,0,0,0,5642.75,No,1,2,1,0,0,0,0,1,0,68654,0,0,1,1,0,0,71,32,21,2,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,1,0,208.05,0,1,0,0,0,0,2,2011-02-09
0,1,0,0,0,4151.67,No,1,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,61,7,71,3,9,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,1,0,208.89,1,0,0,0,0,0,2,2011-02-17
0,0,0,0,1,2842.03,No,1,4,1,0,0,0,0,1,0,92629,0,1,0,0,1,0,72,22,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,0,1,0,0,60.85,0,1,0,0,0,0,2,2011-01-26
0,0,0,1,0,8791.44,No,1,1,1,0,0,0,0,1,0,54094,0,0,1,0,1,0,112,9,51,0,4,1,0,0,0,0,1,0,0,0,0,0,0,Offer1,1,0,0,0,502.99,0,0,1,0,0,0,2,2011-01-12
0,0,1,0,0,8268.27,No,1,2,1,0,0,0,0,0,1,95419,1,0,0,1,0,0,70,6,61,3,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,0,1,0,336.0,0,1,0,0,0,0,2,2011-02-02
0,0,0,0,1,8581.64,No,1,1,1,0,0,0,0,1,0,66466,0,0,1,1,0,0,71,20,35,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,293.02,0,1,0,0,0,0,2,2011-01-15
0,1,0,0,0,5244.4,No,2,1,1,0,0,0,0,0,1,68131,0,1,0,1,0,0,130,22,27,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,0,0,0,1,226.61,0,0,1,0,0,0,2,2011-01-01
0,0,1,0,0,8509.02,No,1,2,1,0,0,0,0,1,0,56481,0,0,1,1,0,0,106,7,17,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,0,0,1,273.25,0,0,1,0,0,0,2,2011-01-12
0,0,0,1,0,4743.62,No,1,2,1,0,0,0,0,0,1,70082,1,0,0,1,0,0,119,17,23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,1,0,571.2,0,0,1,0,0,0,1,2011-02-10
0,0,1,0,0,22754.66,No,1,2,1,0,0,0,0,0,1,51437,0,1,0,1,0,0,115,35,30,0,2,1,0,0,0,0,0,0,0,1,0,0,0,Offer3,0,0,0,1,244.09,0,0,1,0,0,0,2,2011-02-08
0,0,1,0,0,5335.02,No,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,73,6,97,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,1,0,0,0,525.6,0,1,0,0,0,0,2,2011-01-26
0,0,0,0,1,6966.32,No,2,2,0,0,0,1,0,0,1,27972,0,0,1,1,0,0,90,13,7,0,8,1,0,0,1,0,0,0,0,0,0,0,0,Offer3,0,1,0,0,240.32,1,0,0,0,0,0,2,2011-02-10
0,1,0,0,0,21205.38,No,2,1,1,0,0,0,0,1,0,24930,1,0,0,1,0,0,76,7,16,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,364.8,0,1,0,0,0,0,2,2011-02-11
0,0,1,0,0,4271.2,No,3,3,1,0,0,0,0,1,0,26245,0,1,0,0,1,0,110,6,43,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,1,0,0,44.28,1,0,0,0,0,0,2,2011-02-06
0,0,0,1,0,5580.82,No,1,2,1,0,0,0,0,1,0,57883,1,0,0,1,0,0,69,4,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,431.85,0,1,0,0,0,0,1,2011-02-05
0,0,1,0,0,2224.09,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,64,20,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,0,0,1,483.26,0,1,0,0,0,0,2,2011-01-05
0,0,0,0,1,2709.54,No,1,2,1,0,0,0,0,1,0,58828,1,0,0,1,0,0,68,13,98,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,446.75,0,1,0,0,0,0,1,2011-01-17
0,1,0,0,0,2890.34,No,1,2,1,0,0,0,0,0,1,51906,1,0,0,1,0,0,73,29,78,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,0,0,1,374.86,0,1,0,0,0,0,2,2011-01-10
0,0,0,0,1,6403.58,No,2,2,1,0,0,0,0,0,1,28095,1,0,0,1,0,0,82,18,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,0,1,0,393.6,0,1,0,0,0,0,2,2011-01-31
0,0,0,1,0,5981.38,No,1,2,1,0,0,0,0,1,0,88723,1,0,0,0,0,1,74,12,94,0,8,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,355.2,1,0,0,0,0,0,2,2011-02-16
0,0,0,1,0,6225.02,No,2,1,1,0,0,0,0,1,0,53078,0,0,1,1,0,0,79,29,81,2,8,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,0,0,0,1,200.98,0,1,0,0,0,0,2,2011-01-16
0,0,0,1,0,8496.36,No,1,2,1,0,0,0,0,1,0,88895,0,1,0,0,0,1,106,0,87,0,8,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,0,0,1,209.86,0,0,0,0,1,0,2,2011-01-30
0,1,0,0,0,10213.99,No,2,2,1,0,0,0,0,1,0,60078,0,1,0,1,0,0,127,23,60,0,3,1,0,0,0,0,0,0,0,1,0,0,0,Offer3,0,0,0,1,140.82,0,0,1,0,0,0,2,2011-01-08
0,0,0,1,0,4547.16,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,67,26,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,1,0,0,321.6,1,0,0,0,0,0,2,2011-02-27
0,0,1,0,0,5741.7,No,1,3,1,0,0,0,0,1,0,45820,0,0,1,1,0,0,71,4,89,0,8,1,0,0,0,0,0,0,0,1,0,0,0,Offer1,0,0,0,1,249.74,0,1,0,0,0,0,2,2011-02-08
0,1,0,0,0,2388.35,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,73,12,84,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,0,1,0,677.97,0,1,0,0,0,0,2,2011-02-14
0,0,0,1,0,12624.96,No,3,2,0,0,1,0,0,0,1,12439,1,0,0,0,0,1,115,22,78,0,2,1,0,0,0,0,0,0,0,1,0,0,0,Offer2,1,0,0,0,552.0,1,0,0,0,0,0,2,2011-01-19
0,0,0,1,0,8382.48,Yes,1,2,1,0,0,0,0,0,1,25998,1,0,0,1,0,0,71,16,38,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,791.88,0,1,0,0,0,0,2,2011-01-27
0,1,0,0,0,4964.67,No,1,2,1,0,0,0,0,0,1,98451,1,0,0,1,0,0,62,19,57,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,1,0,0,0,316.55,0,1,0,0,0,0,1,2011-01-31
0,0,0,1,0,2871.44,No,1,2,1,0,0,0,0,1,0,23803,1,0,0,1,0,0,72,11,90,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer4,0,0,0,1,410.55,1,0,0,0,0,0,1,2011-01-11
0,0,0,1,0,13080.79,No,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,124,12,58,0,2,0,0,1,0,0,0,0,1,0,0,0,0,Offer1,0,0,1,0,595.2,0,0,1,0,0,0,1,2011-02-14
0,0,0,0,1,2482.41,No,1,1,0,0,0,1,0,1,0,26100,1,0,0,0,1,0,67,6,29,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,482.4,0,1,0,0,0,0,2,2011-01-13
0,0,1,0,0,2726.83,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73,8,63,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,0,1,376.92,0,1,0,0,0,0,2,2011-01-16
0,0,0,0,1,4776.19,No,1,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,67,10,38,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,1,0,315.22,0,1,0,0,0,0,2,2011-02-05
0,0,1,0,0,6091.9,No,2,2,1,0,0,0,0,0,1,65252,1,0,0,0,0,1,78,27,75,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,482.49,0,1,0,0,0,0,2,2011-02-03
0,0,0,1,0,5015.01,Yes,2,2,1,0,0,0,0,1,0,48567,1,0,0,0,1,0,130,12,15,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,1,0,0,0,624.0,0,0,1,0,0,0,2,2011-02-03
0,0,0,0,1,9035.67,Yes,3,1,1,0,0,0,0,1,0,34337,1,0,0,1,0,0,113,20,44,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,1,0,542.4,0,1,0,0,0,0,3,2011-01-21
0,0,1,0,0,4381.88,No,3,2,0,0,1,0,0,1,0,20394,0,0,1,1,0,0,115,28,84,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,508.61,1,0,0,0,0,0,2,2011-01-01
1,0,0,0,0,5775.52,No,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,76,20,17,0,6,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,0,1,0,0,784.61,1,0,0,0,0,0,1,2011-02-25
0,1,0,0,0,4250.28,Yes,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,61,17,1,1,7,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,292.8,0,1,0,0,0,0,1,2011-01-18
0,0,0,1,0,2347.05,No,1,2,1,0,0,0,0,0,1,31617,0,0,1,0,1,0,62,17,29,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,244.27,0,1,0,0,0,0,1,2011-02-02
0,0,0,1,0,6940.07,No,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,62,31,30,1,2,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,0,0,0,1,297.6,0,1,0,0,0,0,2,2011-01-16
1,0,0,0,0,2572.51,No,1,3,1,0,0,0,0,0,1,21104,0,1,0,0,0,1,66,34,74,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,0,1,118.45,0,1,0,0,0,0,2,2011-01-07
0,1,0,0,0,41491.74,No,1,2,1,0,0,0,0,0,1,37748,1,0,0,1,0,0,181,21,22,2,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,1,0,868.8,0,0,0,0,0,1,1,2011-01-14
0,0,0,1,0,3571.35,No,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,96,19,30,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,438.66,0,1,0,0,0,0,2,2011-01-18
0,0,0,0,1,12734.21,No,2,2,1,0,0,0,0,0,1,25023,1,0,0,0,1,0,82,31,38,0,2,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,0,0,1,397.14,1,0,0,0,0,0,2,2011-01-07
0,0,0,0,1,4529.11,No,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,62,22,57,0,9,0,0,1,0,0,0,0,0,0,0,0,1,Offer3,1,0,0,0,271.16,0,1,0,0,0,0,2,2011-02-24
0,0,0,0,1,4177.88,No,3,2,0,0,1,0,0,1,0,14108,1,0,0,1,0,0,109,27,88,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,1,0,0,523.2,0,1,0,0,0,0,1,2011-01-13
1,0,0,0,0,9824.75,No,2,1,1,0,0,0,0,1,0,23923,1,0,0,1,0,0,82,29,61,1,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,1,0,0,393.6,0,1,0,0,0,0,2,2011-01-26
0,0,0,0,1,2430.8,No,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,67,1,19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Offer4,0,1,0,0,321.6,0,1,0,0,0,0,2,2011-02-17
1,0,0,0,0,19160.99,Yes,2,3,1,0,0,0,0,1,0,22705,1,0,0,0,0,1,239,19,59,0,7,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,1,0,0,0,1294.7,0,0,0,1,0,0,2,2011-02-20
0,0,0,1,0,3301.52,No,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,89,10,83,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,1,0,0,427.2,1,0,0,0,0,0,3,2011-01-25
0,0,0,0,1,4692.1,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,69,31,89,0,5,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,506.92,0,1,0,0,0,0,3,2011-01-03
0,1,0,0,0,8092.88,Yes,1,2,1,0,0,0,0,0,1,50825,0,0,1,1,0,0,102,3,46,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,369.61,0,0,1,0,0,0,2,2011-02-05
0,1,0,0,0,3964.53,No,1,2,0,0,1,0,0,0,1,14616,1,0,0,1,0,0,106,16,23,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,575.26,0,0,1,0,0,0,1,2011-02-22
0,0,0,0,1,2497.53,No,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,69,5,74,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,0,0,1,272.38,1,0,0,0,0,0,2,2011-01-17
0,1,0,0,0,9656.21,No,2,2,1,0,0,0,0,0,1,29504,1,0,0,0,1,0,125,16,29,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,1,0,1224.56,0,0,1,0,0,0,2,2011-02-12
0,0,0,1,0,8888.14,No,3,2,1,0,0,0,0,0,1,58789,0,1,0,1,0,0,111,4,69,0,3,1,0,0,0,0,1,0,0,0,0,0,0,Offer3,0,1,0,0,215.44,0,1,0,0,0,0,2,2011-02-06
0,0,0,0,1,7347.41,No,1,2,1,0,0,0,0,1,0,29491,1,0,0,1,0,0,61,26,62,0,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer3,0,0,1,0,292.8,0,1,0,0,0,0,2,2011-01-18
0,1,0,0,0,8578.36,No,3,1,1,0,0,0,0,1,0,78077,0,0,1,1,0,0,107,11,47,2,6,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,438.07,0,1,0,0,0,0,2,2011-01-19
0,0,0,1,0,3467.32,No,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,96,2,53,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,799.25,1,0,0,0,0,0,1,2011-01-18
0,0,1,0,0,8901.47,No,1,2,1,0,0,0,0,0,1,76558,0,0,1,1,0,0,74,2,45,0,2,0,0,1,0,0,0,0,0,0,0,1,0,Offer4,1,0,0,0,216.98,0,1,0,0,0,0,2,2011-01-13
0,0,0,1,0,2619.34,Yes,1,2,1,0,0,0,0,0,1,78618,0,0,1,0,0,1,66,7,56,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,225.58,1,0,0,0,0,0,2,2011-02-05
0,0,0,0,1,8838.09,Yes,1,2,1,0,0,0,0,0,1,82664,0,1,0,1,0,0,114,24,10,3,9,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,1,0,0,0,133.43,0,0,1,0,0,0,2,2011-01-21
0,0,0,0,1,10127.77,No,2,4,0,0,1,0,0,0,1,23053,1,0,0,1,0,0,132,5,97,0,8,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,1,0,0,0,780.94,0,0,0,0,1,0,2,2011-01-16
0,0,1,0,0,4633.45,No,1,2,1,0,0,0,0,0,1,50250,1,0,0,1,0,0,117,3,93,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,561.6,0,0,1,0,0,0,2,2011-01-05
0,0,0,0,1,7796.0,No,1,1,1,0,0,0,0,0,1,32169,0,0,1,1,0,0,199,0,74,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,1,0,0,785.82,0,0,0,1,0,0,2,2011-02-03
1,0,0,0,0,2993.02,No,2,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,80,28,97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,0,0,1,286.12,0,1,0,0,0,0,2,2011-02-15
0,1,0,0,0,7985.47,No,1,2,1,0,0,0,0,1,0,99069,0,1,0,1,0,0,66,7,28,0,2,1,0,0,0,0,1,0,0,0,0,0,0,Offer4,0,0,0,1,77.44,0,1,0,0,0,0,2,2011-01-06
0,0,0,0,1,3508.57,Yes,2,2,0,0,1,0,0,0,1,20978,1,0,0,1,0,0,98,19,96,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,1176.28,0,1,0,0,0,0,1,2011-01-05
0,1,0,0,0,2722.21,Yes,1,2,0,0,1,0,0,1,0,17576,1,0,0,1,0,0,71,29,70,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,1,0,0,398.5,0,1,0,0,0,0,2,2011-02-02
0,0,1,0,0,2783.58,No,1,2,1,0,0,0,0,0,1,42297,0,0,1,1,0,0,71,29,62,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,1,0,0,0,200.39,0,1,0,0,0,0,2,2011-01-22
0,1,0,0,0,8650.0,No,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,115,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,Offer1,0,0,0,1,824.6,0,1,0,0,0,0,1,2011-01-21
